id,title,category,nutrition,ayurveda,notes,content
boiled-soy-nuggets-(उबला-सोया-बड़ी),Boiled Soy Nuggets (उबला सोया बड़ी),"Cereals,Pulses,Lentils & Legumes","{'calories': '160.0', 'protein': '20.0', 'carbs': '10.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",High protein; good for athletes.,"Boiled Soy Nuggets (उबला सोया बड़ी) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 160.0
- Protein: 20.0
- Carbohydrates: 10.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High protein; good for athletes."
cooked-lobia-(पकी-लोबिया),Cooked Lobia (पकी लोबिया),"Cereals,Pulses,Lentils & Legumes","{'calories': '140.0', 'protein': '9.0', 'carbs': '24.0', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for winter meals.,"Cooked Lobia (पकी लोबिया) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 140.0
- Protein: 9.0
- Carbohydrates: 24.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for winter meals."
cooked-moth-beans-(पकी-मटकी-बीन्स),Cooked Moth Beans (पकी मटकी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '110.0', 'protein': '7.0', 'carbs': '19.0', 'fats': '0.7'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Helps digestion.,"Cooked Moth Beans (पकी मटकी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 110.0
- Protein: 7.0
- Carbohydrates: 19.0
- Fats: 0.7

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Helps digestion."
boiled-peas-(उबली-मटर),Boiled Peas (उबली मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '78.0', 'protein': '5.2', 'carbs': '14.0', 'fats': '0.4'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Light and cooling.,"Boiled Peas (उबली मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 78.0
- Protein: 5.2
- Carbohydrates: 14.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Light and cooling."
double-beans-(डबल-बीन्स),Double Beans (डबल बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '347.0', 'protein': '21.0', 'carbs': '62.0', 'fats': '1.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}","High fiber, filling.","Double Beans (डबल बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 347.0
- Protein: 21.0
- Carbohydrates: 62.0
- Fats: 1.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High fiber, filling."
white-pea-dal-(सफेद-मटर-दाल),White Pea Dal (सफेद मटर दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '347.0', 'protein': '22.5', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for soups and khichdi.,"White Pea Dal (सफेद मटर दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 347.0
- Protein: 22.5
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for soups and khichdi."
roasted-urad-dal-(भुनी-उड़द-दाल),Roasted Urad Dal (भुनी उड़द दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '345.0', 'protein': '24.0', 'carbs': '61.0', 'fats': '1.5'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↑'}",Strengthening but hard to digest.,"Roasted Urad Dal (भुनी उड़द दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 345.0
- Protein: 24.0
- Carbohydrates: 61.0
- Fats: 1.5

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↑

Notes: Strengthening but hard to digest."
split-black-gram-(काली-उड़द-दाल),Split Black Gram (काली उड़द दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '341.0', 'protein': '25.0', 'carbs': '59.0', 'fats': '1.8'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↑'}",Used for traditional Indian dishes.,"Split Black Gram (काली उड़द दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 341.0
- Protein: 25.0
- Carbohydrates: 59.0
- Fats: 1.8

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↑

Notes: Used for traditional Indian dishes."
dry-lupin-beans-(सूखे-लुपिन-बीन्स),Dry Lupin Beans (सूखे लुपिन बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '371.0', 'protein': '33.0', 'carbs': '40.0', 'fats': '9.8'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}","High protein, low carb.","Dry Lupin Beans (सूखे लुपिन बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 371.0
- Protein: 33.0
- Carbohydrates: 40.0
- Fats: 9.8

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High protein, low carb."
boiled-lupin-beans-(उबले-लुपिन-बीन्स),Boiled Lupin Beans (उबले लुपिन बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '119.0', 'protein': '16.0', 'carbs': '12.0', 'fats': '3.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Easier to digest.,"Boiled Lupin Beans (उबले लुपिन बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 119.0
- Protein: 16.0
- Carbohydrates: 12.0
- Fats: 3.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Easier to digest."
dry-navy-beans-(सूखे-नेवी-बीन्स),Dry Navy Beans (सूखे नेवी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '337.0', 'protein': '22.3', 'carbs': '60.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Improves gut health.,"Dry Navy Beans (सूखे नेवी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 337.0
- Protein: 22.3
- Carbohydrates: 60.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Improves gut health."
boiled-navy-beans-(उबले-नेवी-बीन्स),Boiled Navy Beans (उबले नेवी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '140.0', 'protein': '8.0', 'carbs': '25.0', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Light and nutritious.,"Boiled Navy Beans (उबले नेवी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 140.0
- Protein: 8.0
- Carbohydrates: 25.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Light and nutritious."
whole-butter-beans-(साबुत-बटर-बीन्स),Whole Butter Beans (साबुत बटर बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '21.0', 'carbs': '63.0', 'fats': '0.8'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Good for winter diets.,"Whole Butter Beans (साबुत बटर बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 21.0
- Carbohydrates: 63.0
- Fats: 0.8

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Good for winter diets."
boiled-butter-beans-(उबले-बटर-बीन्स),Boiled Butter Beans (उबले बटर बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '133.0', 'protein': '7.9', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Good source of protein.,"Boiled Butter Beans (उबले बटर बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 133.0
- Protein: 7.9
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Good source of protein."
whole-cannellini-beans-(कैनलिनी-बीन्स),Whole Cannellini Beans (कैनलिनी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '330.0', 'protein': '22.0', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for soups and salads.,"Whole Cannellini Beans (कैनलिनी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 330.0
- Protein: 22.0
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for soups and salads."
boiled-cannellini-beans-(उबले-कैनलिनी-बीन्स),Boiled Cannellini Beans (उबले कैनलिनी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '140.0', 'protein': '8.7', 'carbs': '21.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Light and filling.,"Boiled Cannellini Beans (उबले कैनलिनी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 140.0
- Protein: 8.7
- Carbohydrates: 21.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Light and filling."
dry-black-eyed-peas-(सूखी-लोबिया),Dry Black-eyed Peas (सूखी लोबिया),"Cereals,Pulses,Lentils & Legumes","{'calories': '343.0', 'protein': '23.4', 'carbs': '60.0', 'fats': '1.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in protein.,"Dry Black-eyed Peas (सूखी लोबिया) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 343.0
- Protein: 23.4
- Carbohydrates: 60.0
- Fats: 1.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in protein."
boiled-black-eyed-peas-(उबली-लोबिया),Boiled Black-eyed Peas (उबली लोबिया),"Cereals,Pulses,Lentils & Legumes","{'calories': '140.0', 'protein': '8.0', 'carbs': '25.0', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Easier to digest.,"Boiled Black-eyed Peas (उबली लोबिया) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 140.0
- Protein: 8.0
- Carbohydrates: 25.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Easier to digest."
dry-pinto-beans-(सूखे-पिंटो-बीन्स),Dry Pinto Beans (सूखे पिंटो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '347.0', 'protein': '21.4', 'carbs': '62.6', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Common in Mexican food.,"Dry Pinto Beans (सूखे पिंटो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 347.0
- Protein: 21.4
- Carbohydrates: 62.6
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Common in Mexican food."
boiled-pinto-beans-(उबले-पिंटो-बीन्स),Boiled Pinto Beans (उबले पिंटो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '143.0', 'protein': '9.0', 'carbs': '24.0', 'fats': '0.6'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Better digestibility.,"Boiled Pinto Beans (उबले पिंटो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 143.0
- Protein: 9.0
- Carbohydrates: 24.0
- Fats: 0.6

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Better digestibility."
whole-red-chori-beans-(लाल-चोरी-बीन्स),Whole Red Chori Beans (लाल चोरी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '343.0', 'protein': '22.0', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good plant protein.,"Whole Red Chori Beans (लाल चोरी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 343.0
- Protein: 22.0
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good plant protein."
